distance_from_route_m,deviation_duration_sec,heading_difference_deg,off_route_distance_m,returned_to_route,stop_duration_sec,current_speed_kmh,speed_limit_kmh,overspeed_duration_sec,location_context
2.63,0.05,1.36,10.65,0,0.0,11.09,35,0,school
8.44,17.76,0.23,19.19,0,60.35,0.31,20,0,traffic_light
2.08,10.03,2.96,14.4,0,0.0,14.22,20,0,school
65.21,10.24,47.87,2.45,1,16.59,0.86,30,0,unknown
7.96,12.88,9.19,18.41,0,0.0,21.38,30,0,depot
6.99,2.96,3.88,25.83,0,18.35,0.27,40,0,unknown
6.67,12.31,5.86,3.72,0,0.0,41.43,50,0,depot
13.24,14.36,5.27,28.89,0,0.0,33.96,35,0,traffic_light
2.57,10.94,2.93,5.35,0,54.69,0.61,20,0,traffic_light
6.16,3.63,15.89,1.3,0,0.0,10.96,50,0,traffic_light
63.82,65.77,38.02,16.52,0,66.11,0.9,45,0,bus_stop
17.05,17.79,11.39,4.68,0,0.0,14.27,50,0,bus_stop
5.63,8.1,7.36,21.89,0,0.0,28.14,35,0,bus_stop
1.43,11.16,1.16,21.62,0,0.0,13.7,45,0,unknown
0.08,4.17,5.47,1.81,0,47.66,0.25,40,0,unknown
1.88,0.78,1.49,1.19,0,47.5,1.03,45,0,traffic_light
2.36,7.53,8.5,13.47,0,0.0,46.67,50,0,unknown
9.05,16.65,12.98,16.12,0,0.0,46.67,45,0.19,school
18.85,4.67,9.44,21.99,0,13.91,0.32,20,0,traffic_light
1.99,3.66,13.48,7.42,0,0.0,45.23,45,0.31,traffic_light
50.04,39.06,68.48,4.04,1,39.15,0.37,35,0,unknown
0.38,12.24,12.94,16.56,0,0.0,10.81,30,0,unknown
35,10.1,8.42,9.36,0,46.05,1.14,45,0,unknown
15.05,8.22,2.14,29.45,0,0.0,41.4,45,0,depot
4.0,0.44,9.5,16.31,0,0.0,26.94,50,0,school
13.86,9.46,2.05,19.52,0,0.0,14.2,35,0,unknown
1.37,17.38,11.01,7.52,0,67.71,0.99,50,0,unknown
8.47,8.61,13.05,20.77,0,23.61,1.18,20,0,unknown
1.31,14.39,2.04,24.78,0,0.0,11.2,50,0,depot
4.67,1.15,1.77,17.54,0,0.0,33.67,35,0,unknown
73.61,65.37,29.96,10.15,1,590.44,0.56,45,0,depot
11.51,3.6,9.49,26.98,0,27.51,0.17,40,0,traffic_light
9.14,16.01,10.59,4.81,0,57.83,0.21,20,0,bus_stop
9.82,1.86,2.25,2.7,0,0.0,19.0,30,0,traffic_light
4.12,6.37,14.41,15.85,0,0.0,22.32,20,2.97,bus_stop
2.88,0.24,12.29,23.5,0,0.0,7.55,50,0,traffic_light
3.08,9.85,4.24,24.67,0,97.08,0.77,50,0,bus_stop
6.25,7.82,16.28,25.67,0,153.22,0.26,20,0,bus_stop
1.34,11.65,12.26,5.11,0,0.0,45.74,45,1.59,traffic_light
31.07,16.56,11.65,28.92,0,0.0,52.42,50,3.17,depot
23.17,9.41,11.69,2.19,0,180.38,0.86,20,0,bus_stop
3.71,17.63,10.57,3.32,0,8.98,0.37,20,0,traffic_light
1.5,6.26,17.49,0.58,0,0.0,10.3,40,0,school
0.89,17.12,7.41,15.28,0,0.0,10.64,50,0,traffic_light
25.13,22.48,49.56,4.06,1,63.14,0.65,35,0,unknown
1.74,11.35,11.06,5.9,0,0.0,45.93,45,2.77,unknown
0.9,17.55,11.5,7.09,0,0.0,18.67,30,0,bus_stop
3.39,8.32,13.22,28.88,0,0.0,17.34,20,0,school
4.34,17.69,15.03,6.74,0,34.3,0.75,40,0,traffic_light
36.64,72.53,57.44,436.36,1,0.0,21.66,35,0,traffic_light
16.65,12.79,16.2,1.35,0,38.32,0.85,35,0,traffic_light
2.01,12.42,3.59,17.43,0,0.0,10.67,30,0,traffic_light
5.41,5.59,2.82,12.1,0,0.0,13.91,50,0,unknown
3.79,17.42,16.66,10.22,0,29.34,0.15,40,0,unknown
0.13,0.44,17.28,26.24,0,11.01,0.48,20,0,traffic_light
0.39,12.39,12.01,23.2,0,0.0,12.24,30,0,school
2.84,11.76,7.67,18.63,0,0.0,22.45,45,0,traffic_light
8.34,17.4,3.66,12.69,0,0.0,29.57,45,0,school
1.54,13.84,11.92,1.28,0,0.0,27.62,45,0,traffic_light
11.46,12.96,11.37,28.63,0,570.33,0.4,40,0,school
5.15,14.82,17.81,29.61,0,0.0,16.22,20,0,unknown
75.58,25.67,49.25,173.8,1,0.0,24.37,35,0,traffic_light
3.71,9.95,2.25,22.74,0,62.02,0.57,50,0,traffic_light
2.17,10.51,8.62,8.59,0,0.0,17.02,45,0,depot
48.07,30.96,15.49,371.74,1,0.0,43.23,45,0,unknown
21.14,0.41,14.19,10.29,0,0.0,13.99,20,0,bus_stop
2.67,14.83,4.02,25.48,0,0.0,24.71,45,0,bus_stop
2.1,11.95,12.53,24.93,0,47.07,0.51,35,0,traffic_light
6.11,12.47,6.82,0.85,0,0.0,17.78,20,0,unknown
3.64,2.32,12.28,10.42,0,43.52,0.75,45,0,traffic_light
2.46,5.75,10.56,12.04,0,0.0,17.94,50,0,traffic_light
0.64,11.62,10.21,18.52,0,24.13,0.23,50,0,traffic_light
5.63,8.04,5.15,27.62,0,12.18,1.05,40,0,unknown
9.68,12.64,1.98,6.88,0,0.0,7.18,20,0,bus_stop
62.09,34.86,28.86,120.38,1,0.0,12.43,35,0,unknown
7.96,1.09,4.38,18.27,0,0.0,15.76,20,0,traffic_light
2.81,14.44,5.87,26.91,0,0.0,30.35,35,0,bus_stop
1.62,8.33,6.96,0.4,0,0.0,44.03,50,0,traffic_light
17.76,12.38,8.29,1.43,0,0.0,7.79,20,0,school
4.67,12.77,17.54,26.63,0,0.0,16.2,50,0,traffic_light
3.26,6.08,17.06,15.59,0,21.9,1.01,30,0,traffic_light
3.6,5.46,15.56,7.7,0,92.94,0.73,50,0,school
16.79,15.58,8.39,8.81,0,0.0,22.38,50,0,traffic_light
5.36,10.72,15.71,7.57,0,18.85,0.49,40,0,unknown
0.86,10.35,16.04,15.91,0,0.0,41.1,40,1.84,traffic_light
19.19,5.49,16.7,1.07,0,0.0,22.07,35,0,unknown
0.13,11.69,13.9,17.21,0,0.0,15.87,20,0,traffic_light
0.27,2.05,12.11,8.19,0,188.73,1.14,50,0,depot
5.91,7.73,9.63,12.0,0,121.4,0.21,50,0,bus_stop
24.23,7.79,8.46,16.04,0,0.0,37.58,45,0,unknown
17.91,11.04,17.32,29.74,0,0.0,31.1,40,0,traffic_light
8.7,1.0,15.78,11.6,0,0.0,18.0,30,0,depot
90.98,64.52,44.59,727.23,1,0.0,40.58,45,0,traffic_light
12.24,4.62,4.2,13.83,0,0.0,16.76,40,0,traffic_light
1.68,8.48,16.14,17.91,0,57.47,0.38,35,0,bus_stop
2.0,7.33,16.53,24.78,0,0.0,42.44,45,0,traffic_light
4.3,13.23,11.85,11.76,0,0.0,30.1,50,0,depot
5.27,9.36,8.65,28.33,0,39.17,1.05,30,0,unknown
5.28,6.53,17.99,23.76,0,155.83,0.82,50,0,depot
42.87,32.11,27.03,5.0,0,197.51,0.56,30,0,school
1.17,2.98,1.7,7.6,0,0.0,22.08,40,0,school
32.75,49.42,30.05,9.62,1,39.72,0.7,50,0,traffic_light
8.38,16.48,8.85,14.77,0,0.0,31.66,35,0,school
1.48,7.61,5.78,23.57,0,762.2,0.73,30,0,depot
25.31,10.37,1.9,28.47,0,0.0,41.5,45,0,bus_stop
1.65,7.94,11.77,17.99,0,0.0,31.88,35,0,traffic_light
0.37,15.13,1.62,27.0,0,0.0,16.07,45,0,unknown
2.63,9.94,1.98,10.82,0,0.0,33.25,45,0,traffic_light
9.79,7.91,2.05,1.99,0,409.07,0.15,50,0,school
4.79,8.84,5.1,20.37,0,0.0,12.84,20,0,unknown
1.71,5.14,13.09,16.64,0,0.0,37.4,50,0,school
7.45,2.88,10.95,0.18,0,0.0,17.16,50,0,unknown
10.09,4.49,13.68,0.17,0,0.0,27.24,35,0,school
4.43,5.82,3.68,17.32,0,0.0,30.08,30,3.63,unknown
4.61,5.27,15.5,12.35,0,6.88,0.24,20,0,traffic_light
2.07,12.82,4.1,16.43,0,0.0,32.86,45,0,unknown
1.64,6.98,12.15,4.66,0,0.0,10.0,20,0,traffic_light
3.17,5.8,12.92,23.55,0,0.0,36.47,40,0,unknown
6.11,10.82,5.78,0.35,0,0.0,22.3,35,0,traffic_light
10.09,15.47,2.32,18.6,0,0.0,12.2,20,0,bus_stop
14.29,5.52,5.57,1.34,0,0.0,21.05,40,0,unknown
5.67,6.11,15.49,3.78,0,31.16,0.93,20,0,traffic_light
9.6,12.54,6.55,2.55,0,9.58,0.45,20,0,unknown
1.65,14.08,8.26,0.64,0,0.0,12.0,45,0,unknown
3.12,5.42,6.47,29.16,0,511.97,1.02,50,0,depot
7.37,4.79,8.53,0.18,0,0.0,22.43,40,0,bus_stop
12.81,5.96,6.44,2.21,0,269.83,0.84,50,0,depot
4.25,11.13,1.04,24.45,0,0.0,12.64,40,0,depot
5.89,9.92,15.18,7.28,0,635.39,0.01,40,0,school
11.11,15.79,11.25,7.68,0,0.0,34.56,50,0,bus_stop
10.22,1.72,3.92,13.54,0,0.0,16.13,35,0,depot
26.58,5.86,14.51,1.23,0,92.28,1.11,20,0,bus_stop
1.59,6.76,2.22,18.39,0,0.0,12.76,45,0,traffic_light
0.2,8.49,1.95,1.45,0,0.0,12.27,20,0,unknown
21.1,1.84,6.76,18.43,0,0.0,50.64,50,2.44,traffic_light
5.34,1.18,12.09,9.57,0,85.34,0.18,45,0,bus_stop
5.25,15.79,4.11,25.5,0,0.0,18.57,50,0,unknown
1.96,13.69,1.24,21.11,0,624.52,0.7,45,0,school
54.82,87.11,41.98,980.07,1,0.0,40.5,45,0,unknown
4.15,4.64,13.67,15.4,0,0.0,16.79,40,0,traffic_light
9.4,3.8,6.91,20.43,0,0.0,40.64,40,1.58,school
0.08,6.03,5.13,19.52,0,0.0,39.95,40,0,school
7.83,7.17,4.03,28.92,0,0.0,28.05,40,0,traffic_light
2.29,3.47,0.44,19.99,0,0.0,22.18,20,3.36,depot
0.51,3.68,6.51,24.67,0,0.0,43.72,45,0,depot
4.34,17.65,17.48,7.8,0,56.25,0.35,40,0,bus_stop
8.55,12.68,15.67,10.99,0,192.58,0.25,50,0,bus_stop
1.48,17.37,15.1,9.92,0,0.0,9.82,45,0,bus_stop
28.99,7.61,13.61,0.09,0,0.0,13.57,20,0,unknown
3.99,4.61,12.94,7.55,0,274.35,0.72,40,0,depot
0.12,10.7,14.57,26.77,0,0.0,22.64,45,0,traffic_light
1.85,4.29,14.32,26.41,0,179.59,0.02,45,0,bus_stop
43.0,34.43,71.34,174.45,1,0.0,18.24,30,0,unknown
59.95,28.69,39.46,337.57,1,0.0,42.35,40,3.64,traffic_light
6.49,16.04,9.85,18.53,0,70.52,0.99,30,0,bus_stop
5.38,14.21,9.01,22.52,0,527.1,1.08,50,0,school
6.22,6.89,4.7,5.75,0,491.77,1.18,45,0,depot
11.51,5.59,10.94,18.71,0,40.33,0.34,35,0,bus_stop
0.44,10.64,0.7,24.87,0,0.0,21.69,20,3.35,bus_stop
4.32,2.09,15.13,24.69,0,0.0,25.09,40,0,school
2.03,5.82,4.51,12.51,0,0.0,32.5,50,0,school
5.08,5.69,6.53,0.68,0,0.0,35.08,45,0,traffic_light
4.62,13.72,3.63,19.43,0,0.0,42.44,50,0,traffic_light
6.04,9.23,5.09,10.16,0,0.0,22.95,50,0,traffic_light
9.5,4.27,16.42,19.61,0,0.0,21.72,20,1.52,bus_stop
2.83,9.48,5.77,9.96,0,0.0,24.26,50,0,traffic_light
1.66,8.0,2.86,28.29,0,0.0,24.69,30,0,school
22.13,10.91,6.64,11.14,0,21.41,0.23,30,0,unknown
5.04,17.36,13.4,14.33,0,192.29,0.59,30,0,bus_stop
60.14,83.61,21.99,351.86,0,0.0,15.15,35,0,bus_stop
0.76,7.16,8.16,13.66,0,195.23,0.11,50,0,school
11.92,4.39,17.89,18.98,0,0.0,10.79,40,0,bus_stop
1.33,5.31,10.59,17.02,0,61.13,0.08,30,0,traffic_light
11.49,11.59,5.93,11.84,0,0.0,27.64,35,0,unknown
0.96,1.09,2.34,23.8,0,178.71,1.08,40,0,bus_stop
8.7,14.14,9.2,20.33,0,0.0,13.0,35,0,traffic_light
4.51,5.2,5.54,21.2,0,0.0,31.08,45,0,depot
8.84,16.48,10.39,21.57,0,0.0,44.93,50,0,traffic_light
10.36,12.3,1.69,17.87,0,0.0,42.9,45,0,unknown
89.63,56.85,19.89,419.85,0,0.0,26.59,30,0,depot
1.54,17.63,6.68,20.72,0,56.67,0.75,50,0,bus_stop
11.51,17.84,15.13,17.2,0,0.0,37.76,40,0,traffic_light
16.92,5.56,4.66,13.33,0,0.0,8.75,20,0,unknown
27.28,29.48,40.23,184.05,1,0.0,22.48,30,0,unknown
11.1,3.0,12.02,10.56,0,0.0,25.88,50,0,unknown
6.74,10.44,16.49,7.47,0,0.0,12.21,50,0,unknown
17.59,14.43,12.76,6.14,0,0.0,26.83,40,0,bus_stop
7.31,2.52,2.19,15.58,0,0.0,31.78,50,0,bus_stop
5.07,5.8,11.5,3.47,0,69.81,0.43,35,0,unknown
4.82,12.96,9.28,0.24,0,95.92,0.48,40,0,school
0.7,16.03,8.97,8.22,0,0.0,17.32,30,0,unknown
2.63,5.56,10.95,6.94,0,56.57,0.25,40,0,unknown
0.73,2.84,16.49,4.13,0,0.0,8.01,45,0,unknown
23.16,7.54,8.98,24.8,0,358.18,0.5,45,0,school
0.61,7.7,17.38,24.16,0,0.0,20.31,45,0,bus_stop
7.71,12.84,3.01,11.44,0,0.0,23.92,40,0,traffic_light
3.43,4.51,6.86,9.45,0,0.0,16.18,45,0,depot
4.27,11.72,7.94,2.99,0,0.0,14.96,45,0,unknown
5.27,5.17,2.7,17.84,0,34.53,0.7,30,0,unknown
4.67,13.0,3.9,13.34,0,67.84,0.45,45,0,traffic_light
9.99,12.23,15.24,15.86,0,0.0,15.74,30,0,bus_stop
2.31,1.07,8.0,26.95,0,46.01,0.88,20,0,unknown
0.58,17.59,5.97,5.76,0,0.0,34.23,50,0,bus_stop
30.07,96.61,48.08,357.69,0,0.0,13.33,40,0,traffic_light
10.74,7.79,12.23,12.9,0,21.26,0.06,30,0,traffic_light
2.13,1.22,7.43,21.23,0,0.0,17.49,20,0,depot
10.99,1.31,14.38,13.76,0,0.0,22.4,45,0,bus_stop
3.04,17.84,0.21,2.38,0,0.0,21.6,45,0,traffic_light
6.57,10.27,6.2,24.46,0,0.0,12.74,50,0,traffic_light
0.85,12.19,17.04,24.25,0,15.33,0.31,50,0,unknown
3.69,6.96,7.35,14.29,0,0.0,35.05,35,2.46,unknown
16.47,13.09,3.71,9.65,0,42.47,0.02,30,0,traffic_light
5.08,3.69,0.57,22.03,0,170.45,0.55,20,0,school
3.67,3.03,5.03,20.46,0,225.06,0.44,30,0,bus_stop
1.79,13.28,6.98,6.22,0,444.46,0.45,35,0,depot
8.4,1.03,8.56,10.8,0,0.0,44.34,50,0,unknown
0.36,0.53,15.88,22.44,0,0.0,28.59,45,0,bus_stop
1.27,11.25,5.17,20.07,0,0.0,10.14,45,0,depot
4.46,7.97,13.36,23.84,0,0.0,25.71,35,0,traffic_light
59.56,23.45,47.81,3.14,1,528.03,0.48,45,0,school
4.21,10.66,12.56,3.03,0,0.0,29.7,40,0,school
1.99,2.66,15.24,26.97,0,0.0,12.73,50,0,traffic_light
2.54,12.86,14.55,23.91,0,0.0,22.66,20,2.91,school
5.66,1.53,3.57,25.49,0,0.0,34.38,50,0,traffic_light
15.48,14.69,1.98,8.14,0,39.57,0.41,35,0,unknown
7.46,4.27,4.1,11.96,0,0.0,39.08,50,0,unknown
54.76,71.0,49.11,589.07,1,0.0,29.87,45,0,traffic_light
0.06,13.76,7.77,17.34,0,0.0,14.05,35,0,traffic_light
3.94,9.85,11.01,13.27,0,0.0,27.05,35,0,unknown
9.27,14.93,1.52,21.53,0,0.0,42.25,45,0,school
4.21,17.64,1.11,9.9,0,0.0,29.06,50,0,unknown
36.26,18.6,32.91,94.66,1,0.0,18.32,20,0,bus_stop
8.6,13.13,10.04,5.67,0,33.63,1.14,45,0,traffic_light
2.32,15.75,6.69,20.67,0,69.6,0.82,45,0,bus_stop
0.01,14.13,7.68,13.1,0,0.0,11.62,40,0,school
2.02,1.8,9.18,25.19,0,0.0,41.71,40,0.87,unknown
3.12,3.04,6.1,8.22,0,0.0,9.59,30,0,bus_stop
3.0,13.78,9.43,2.07,0,0.0,16.84,20,0,school
32.14,12.74,17.28,6.77,0,0.0,36.5,40,0,school
1.12,2.08,13.34,24.3,0,53.23,0.87,20,0,traffic_light
4.22,2.02,17.45,25.73,0,0.0,19.88,45,0,traffic_light
7.81,17.17,9.15,9.4,0,0.0,24.72,45,0,traffic_light
1.97,11.62,2.24,12.35,0,68.15,1.07,50,0,traffic_light
1.01,5.16,1.04,20.16,0,0.0,39.47,40,0,unknown
34.05,86.01,47.43,545.69,1,0.0,22.84,50,0,unknown
33.29,22.53,18.31,1.86,1,376.0,0.3,30,0,school
1.84,1.06,5.94,20.55,0,0.0,30.6,35,0,unknown
9.02,9.0,13.29,12.58,0,0.0,28.3,35,0,school
55.61,34.83,40.15,3.65,1,16.34,0.38,30,0,traffic_light
0.99,15.47,10.48,25.32,0,0.0,33.91,40,0,bus_stop
8.24,13.93,9.41,24.48,0,0.0,19.63,50,0,depot
0.32,12.66,10.55,20.84,0,0.0,19.29,35,0,depot
3.55,11.49,6.88,1.56,0,0.0,12.26,50,0,traffic_light
2.02,8.12,12.46,17.97,0,26.25,0.43,30,0,traffic_light
4.37,3.88,3.33,4.71,0,0.0,28.73,30,0,depot
20.17,5.42,1.98,6.61,0,0.0,9.65,20,0,traffic_light
4.06,7.59,10.71,2.18,0,0.0,17.14,20,0,bus_stop
6.04,0.02,3.77,1.24,0,0.0,20.38,20,0.67,depot
13.73,4.27,15.29,27.98,0,0.0,10.37,20,0,unknown
11.81,15.61,9.54,21.82,0,0.0,40.13,40,0.0,unknown
0.92,3.17,9.9,17.49,0,0.0,26.64,45,0,bus_stop
7.01,8.21,6.78,19.37,0,50.37,1.12,35,0,traffic_light
4.74,11.59,8.67,21.61,0,0.0,23.77,40,0,school
3.13,6.6,1.64,1.99,0,0.0,10.73,35,0,depot
15.98,3.91,7.11,6.63,0,0.0,24.32,45,0,traffic_light
3.08,2.01,8.68,14.05,0,0.0,36.71,35,1.26,unknown
6.97,9.56,13.64,17.72,0,0.0,36.6,40,0,traffic_light
0.39,1.45,17.11,0.29,0,179.85,0.73,30,0,bus_stop
20.66,5.4,1.46,21.38,0,16.25,0.61,50,0,traffic_light
5.41,6.38,15.58,29.04,0,0.0,14.88,35,0,traffic_light
2.09,3.5,11.94,23.43,0,0.0,25.0,30,0,bus_stop
1.1,3.61,13.43,22.31,0,0.0,33.45,35,0,depot
0.14,13.69,15.83,14.34,0,0.0,35.58,40,0,traffic_light
2.82,9.4,15.25,27.33,0,113.9,0.69,40,0,bus_stop
0.08,10.52,10.0,7.26,0,0.0,10.09,30,0,depot
32.98,0.16,15.58,10.91,0,0.0,37.55,45,0,bus_stop
11.97,16.55,4.48,3.25,0,73.15,0.27,20,0,bus_stop
5.46,4.96,2.23,17.73,0,0.0,20.32,35,0,traffic_light
0.89,16.49,9.72,4.22,0,0.0,11.86,20,0,traffic_light
0.97,15.53,1.8,7.73,0,45.71,0.12,40,0,traffic_light
6.31,9.46,9.3,23.71,0,0.0,19.7,20,0,bus_stop
4.22,9.9,3.47,27.11,0,0.0,33.06,35,0,unknown
13.87,10.96,11.35,5.74,0,34.75,0.72,35,0,unknown
2.62,5.05,1.93,7.09,0,0.0,13.1,30,0,bus_stop
15.68,0.65,14.1,12.91,0,0.0,13.92,20,0,school
1.15,3.54,13.9,22.24,0,28.58,0.42,45,0,unknown
0.24,6.69,10.11,12.05,0,0.0,42.06,50,0,unknown
2.32,10.63,3.73,7.17,0,0.0,32.02,40,0,depot
3.38,1.7,7.06,26.06,0,0.0,39.34,45,0,unknown
14.3,13.6,6.83,21.96,0,0.0,18.31,40,0,traffic_light
0.55,2.65,6.99,1.89,0,57.53,0.56,45,0,traffic_light
5.34,17.23,11.22,5.92,0,0.0,38.71,45,0,bus_stop
0.02,9.3,9.28,16.48,0,0.0,36.11,35,2.87,depot
7.87,17.13,0.04,11.32,0,0.0,33.18,35,0,depot
14.88,0.7,7.54,0.68,0,0.0,46.4,45,3.2,traffic_light
6.28,5.25,12.04,18.93,0,126.94,0.77,40,0,school
17.32,14.34,15.27,1.0,0,0.0,38.28,40,0,traffic_light
5.44,0.09,17.07,18.8,0,0.0,16.53,20,0,depot
0.58,10.1,9.03,25.33,0,0.0,21.51,30,0,traffic_light
1.09,4.69,7.02,0.93,0,36.43,0.22,40,0,unknown
2.87,5.8,11.4,4.99,0,0.0,32.13,35,0,unknown
35,10.43,8.01,25.29,0,469.19,0.43,40,0,school
4.66,1.56,14.7,1.57,0,0.0,47.77,50,0,unknown
10.63,5.62,3.37,9.29,0,0.0,16.31,35,0,bus_stop
2.98,15.9,3.61,0.18,0,0.0,7.66,50,0,bus_stop
24.01,9.9,4.94,20.4,0,0.0,19.25,50,0,bus_stop
12.59,11.66,17.04,18.7,0,11.04,1.0,30,0,traffic_light
4.98,9.48,6.17,18.27,0,0.0,27.06,45,0,traffic_light
1.47,5.3,12.07,3.93,0,14.5,0.03,45,0,traffic_light
2.63,3.93,4.32,0.9,0,0.0,43.46,50,0,traffic_light
8.64,5.22,17.83,19.01,0,0.0,36.43,35,1.38,traffic_light
1.34,11.12,17.16,1.42,0,0.0,27.83,35,0,traffic_light
2.15,0.63,0.54,25.82,0,0.0,28.66,35,0,traffic_light
0.56,12.1,17.27,17.03,0,0.0,26.32,30,0,school
1.61,5.69,1.49,29.04,0,0.0,22.99,35,0,unknown
3.82,10.32,7.27,4.98,0,19.28,0.59,20,0,traffic_light
6.57,1.44,6.74,26.69,0,74.75,0.5,40,0,bus_stop
14.78,12.78,14.51,21.17,0,0.0,13.13,50,0,unknown
9.28,9.99,17.42,17.63,0,62.49,0.82,50,0,bus_stop
8.63,10.95,12.14,13.12,0,0.0,19.62,45,0,unknown
7.73,16.63,6.88,10.09,0,30.27,1.19,30,0,unknown
0.54,14.51,6.49,22.12,0,0.0,18.96,30,0,depot
5.37,14.58,17.19,18.58,0,0.0,30.58,30,2.64,unknown
3.88,15.11,7.69,16.84,0,28.11,0.12,20,0,unknown
5.68,15.89,14.18,17.4,0,0.0,8.53,50,0,bus_stop
3.66,5.94,2.24,4.6,0,0.0,40.56,40,3.3,bus_stop
9.8,2.45,6.69,27.25,0,0.0,16.65,30,0,unknown
4.8,2.75,10.92,16.84,0,0.0,22.57,30,0,depot
2.89,9.99,8.46,16.65,0,35.52,1.13,50,0,unknown
0.08,12.58,10.16,8.55,0,11.28,0.36,45,0,unknown
13.64,13.71,7.32,15.11,0,0.0,38.31,50,0,school
2.89,7.21,14.75,17.99,0,18.65,1.16,20,0,unknown
4.73,9.72,2.81,5.48,0,0.0,39.83,40,0,unknown
11.74,1.16,15.58,17.05,0,78.02,0.09,30,0,bus_stop
9.48,3.68,11.56,13.79,0,10.34,0.83,40,0,traffic_light
3.99,11.24,17.11,27.21,0,0.0,9.68,50,0,traffic_light
1.45,12.95,5.28,23.05,0,0.0,33.77,35,0,bus_stop
12.81,2.75,12.1,0.67,0,0.0,50.87,50,1.68,traffic_light
0.31,9.97,1.34,1.52,0,12.57,0.62,35,0,unknown
7.36,13.29,9.39,0.06,0,0.0,40.59,45,0,traffic_light
3.64,13.44,10.68,6.73,0,29.35,0.38,20,0,traffic_light
12.91,7.17,8.1,13.46,0,20.62,0.67,20,0,traffic_light
3.95,15.21,10.4,17.9,0,0.0,40.16,45,0,traffic_light
6.64,9.3,16.08,15.46,0,0.0,27.05,30,0,bus_stop
17.69,8.92,9.19,13.92,0,0.0,36.57,45,0,unknown
7.08,3.36,12.54,11.77,0,26.95,1.06,20,0,unknown
18.27,1.8,15.69,2.44,0,0.0,18.12,30,0,unknown
0.66,17.89,7.18,5.23,0,0.0,29.69,30,0,traffic_light
7.04,12.36,0.25,20.8,0,0.0,8.31,30,0,bus_stop
4.36,0.08,17.15,11.77,0,0.0,45.1,50,0,unknown
2.73,7.15,13.95,7.19,0,0.0,17.21,20,0,bus_stop
3.05,14.26,6.03,5.89,0,0.0,14.01,30,0,traffic_light
72.0,16.99,51.73,1.24,1,533.25,0.26,30,0,school
8.7,17.33,3.13,3.12,0,0.0,11.96,50,0,traffic_light
1.68,6.09,15.13,14.26,0,0.0,19.21,20,0,traffic_light
1.9,4.9,8.6,20.96,0,43.84,1.12,30,0,traffic_light
2.72,2.01,15.5,23.47,0,0.0,14.22,20,0,school
7.7,1.34,3.05,11.65,0,0.0,12.5,40,0,traffic_light
10.68,14.06,8.89,27.68,0,0.0,24.35,35,0,unknown
0.19,17.5,4.96,26.77,0,32.83,1.05,20,0,unknown
3.77,10.71,10.91,22.64,0,33.67,1.08,35,0,traffic_light
3.19,8.22,15.25,16.35,0,0.0,45.47,50,0,unknown
4.22,9.34,16.37,16.7,0,13.46,0.67,20,0,traffic_light
30.77,8.75,6.2,3.18,0,0.0,38.47,45,0,school
14.17,16.89,9.75,24.72,0,0.0,36.87,50,0,bus_stop
10.03,1.17,8.32,7.45,0,32.22,0.53,50,0,traffic_light
0.13,3.68,14.24,26.65,0,0.0,18.64,30,0,unknown
14.2,8.77,10.0,10.5,0,0.0,18.01,35,0,bus_stop
9.16,2.67,1.36,2.36,0,37.06,0.04,20,0,unknown
0.4,10.45,11.14,11.51,0,0.0,29.36,40,0,bus_stop
90.87,35.52,18.73,113.46,1,0.0,11.5,50,0,depot
8.97,12.26,2.9,6.83,0,35.65,1.05,50,0,traffic_light
0.1,4.87,2.76,24.45,0,0.0,29.59,50,0,traffic_light
75.57,66.65,39.83,10.09,1,295.09,0.54,30,0,school
0.89,13.87,11.54,20.26,0,0.0,12.55,50,0,traffic_light
5.16,4.25,15.66,27.33,0,24.54,0.67,40,0,unknown
16.48,18.0,6.11,25.91,0,189.53,0.69,45,0,bus_stop
2.25,2.86,2.58,28.76,0,0.0,24.95,40,0,traffic_light
4.22,3.75,7.62,3.62,0,43.49,0.7,35,0,bus_stop
2.97,13.93,8.01,22.99,0,29.97,0.48,50,0,unknown
5.73,15.9,17.33,6.63,0,219.23,0.98,35,0,bus_stop
9.26,12.45,9.47,8.75,0,9.79,0.15,40,0,traffic_light
1.32,5.91,10.09,7.96,0,43.36,0.65,30,0,traffic_light
5.98,14.78,14.84,3.84,0,0.0,33.0,50,0,traffic_light
10.97,8.55,14.64,9.35,0,0.0,15.69,30,0,traffic_light
6.61,0.88,17.12,20.16,0,0.0,22.45,35,0,school
6.44,10.78,5.6,5.23,0,0.0,26.95,30,0,bus_stop
7.99,14.68,13.73,15.35,0,18.97,0.73,30,0,traffic_light
0.82,16.27,11.19,13.93,0,83.71,0.63,20,0,unknown
6.21,4.9,9.93,26.13,0,75.42,0.63,30,0,unknown
8.39,9.35,17.26,26.33,0,36.56,0.15,50,0,traffic_light
9.84,6.75,13.98,2.37,0,0.0,23.61,30,0,unknown
0.33,6.67,4.72,8.64,0,58.03,0.7,35,0,unknown
5.48,13.44,3.81,19.8,0,0.0,22.77,20,0.8,traffic_light
0.66,1.41,8.94,27.83,0,0.0,51.57,50,3.39,unknown
6.15,9.2,13.73,13.53,0,162.14,0.07,45,0,school
9.39,0.29,2.43,6.48,0,0.0,18.18,20,0,traffic_light
0.79,9.1,11.55,10.44,0,0.0,34.92,40,0,traffic_light
4.49,17.41,13.37,27.46,0,0.0,22.46,20,2.79,traffic_light
